    1.6666351992   -0.0000006935   -0.0111429790
    0.0000000795    1.7445286355    0.0000000688
   -0.0078781794   -0.0000094381    2.0147835902
    1.6666501812   -0.0000075110    0.0111475421
    0.0000000499    1.7445323230   -0.0000002188
    0.0078561875   -0.0000100539    2.0148393549
    1.6666558442   -0.0000003022    0.0111482360
    0.0000001278    1.7445286518   -0.0000000992
    0.0078536398    0.0000097146    2.0148364492
    1.6666233712   -0.0000091124   -0.0111529961
   -0.0000001304    1.7445306963    0.0000002145
   -0.0078183634    0.0000095027    2.0148212570
    2.8044462944    0.1652840528   -0.0897289528
    0.1537670991    2.9931332704   -0.1918335711
   -0.0851829889   -0.1560111744    2.7991455199
    2.8044925339    0.1652834697    0.0897319633
    0.1538137683    2.9931344750    0.1917822539
    0.0851530315    0.1560112954    2.7991461166
    2.8044921926   -0.1652566786    0.0897318221
   -0.1538137063    2.9932972322   -0.1917819059
    0.0851527043   -0.1560331547    2.7991463328
    2.8044438801   -0.1652572101   -0.0897289642
   -0.1537669651    2.9932997541    0.1918334179
   -0.0851824924    0.1560322882    2.7991455567
    3.2221128535   -0.0000161577    0.0945519686
   -0.0000000534    3.0436879730    0.0000000938
    0.0937996830    0.0000440536    2.9215798356
    3.2219179525   -0.0000449197   -0.0945344759
   -0.0000000813    3.0436902616    0.0000000471
   -0.0938052706   -0.0000445892    2.9215336369
    3.2219487279   -0.0000146381   -0.0945189284
    0.0000001802    3.0436875728    0.0000000341
   -0.0937936702   -0.0000425080    2.9215397777
    3.2220471397   -0.0000449483    0.0945191147
   -0.0000000375    3.0436908784    0.0000000623
    0.0937833562    0.0000426259    2.9215797978
   -1.8211886172   -0.0000251288   -0.0106782524
   -0.0000004851   -1.8115107774    0.0000000689
    0.0010554967   -0.0000349794   -2.1637596493
   -1.8211634518    0.0000146831    0.0106927540
   -0.0000000213   -1.8114721742   -0.0000000294
   -0.0010547453    0.0000158284   -2.1637586199
   -1.8211682640   -0.0000247289    0.0106908646
   -0.0000000007   -1.8115109608    0.0000000229
   -0.0010526114    0.0000346957   -2.1637569860
   -1.8210574285    0.0000163099   -0.0106171950
    0.0000000238   -1.8114732806   -0.0000001059
    0.0011279922   -0.0000143425   -2.1637290595
   -2.0996209842    0.0000528784    0.1954548864
   -0.0000001882   -1.8221215367    0.0000002121
    0.2123144480   -0.0000296193   -1.8855859952
   -2.0994515957    0.0000566922   -0.1954604346
    0.0000008013   -1.8220302594    0.0000000387
   -0.2122261535    0.0000353145   -1.8855814532
   -2.0994688496    0.0000531336   -0.1954696993
   -0.0000000446   -1.8221225071   -0.0000000153
   -0.2122398946    0.0000288514   -1.8855862896
   -2.0996339860    0.0000561154    0.1954528626
    0.0000001727   -1.8220309242   -0.0000002825
    0.2123144221   -0.0000341047   -1.8855917548
   -1.8862024859    0.1027661306    0.0775182285
    0.1141212926   -2.0739431769   -0.1855271430
    0.0862908091   -0.1713632278   -1.8430640647
   -1.8862374689    0.1027699811   -0.0775464501
    0.1141516200   -2.0739481911    0.1855809185
   -0.0863212970    0.1713668425   -1.8431131727
   -1.8862458896   -0.1028060961   -0.0775504559
   -0.1141568505   -2.0739249188   -0.1855846955
   -0.0863242711   -0.1713718357   -1.8431175251
   -1.8861712428   -0.1027858054    0.0775336509
   -0.1140958779   -2.0739188312    0.1855343412
    0.0862663174    0.1713570799   -1.8430787127
   -1.8861708153    0.1027684437    0.0775342065
    0.1140956017   -2.0739477342   -0.1855344073
    0.0862663334   -0.1713665850   -1.8430790620
   -1.8862459236    0.1027660665   -0.0775503578
    0.1141566050   -2.0739419608    0.1855847697
   -0.0863242645    0.1713627098   -1.8431176790
   -1.8862372445   -0.1027873244   -0.0775462365
   -0.1141515517   -2.0739189560   -0.1855809371
   -0.0863209413   -0.1713573474   -1.8431132335
   -1.8862019226   -0.1028067022    0.0775182777
   -0.1141214279   -2.0739255344    0.1855268465
    0.0862907221    0.1713721573   -1.8430639681
