    4.0826244735    0.0104622401    0.0148447976   -4.0823268409    5.9682110128   -0.0000006934
    0.0104340695   -4.0825768726   -5.9683219931   -0.0104965346    0.0148363877   -0.0000273897
    0.0167050977   -0.0002844750    0.0000858353    0.0166715618    0.0000147432    0.0905480283
    4.0825332257   -0.0104722300    0.0148432074   -4.0825318952   -5.9681847800    0.0000122108
   -0.0104925227   -4.0826045274    5.9683675806    0.0104592618    0.0148465710   -0.0000082385
    0.0166838682    0.0002965467    0.0001146666    0.0166897502   -0.0000154959    0.0905330750
    2.4595033674   -0.0002480413   -0.0037743023   -2.4618377125   -0.6088236090    0.0000128217
   -0.0001923192   -2.4606395262    0.6098512484    0.0002390049   -0.0037746394    0.0000219558
   -0.0026798986    0.0007251031   -0.0002875581   -0.0027266564   -0.0000491361   -0.0101080802
    2.4597202358    0.0002355020   -0.0037467670   -2.4614375081    0.6086727584    0.0000122292
    0.0002702650   -2.4605436155   -0.6098163363   -0.0002325209   -0.0037749648   -0.0000021247
   -0.0027149597   -0.0007056860   -0.0002504830   -0.0027567740    0.0000063907   -0.0101504979
   -0.2472984690   -2.0085691031    0.0005113889   -2.2375721270   -0.0011759543    0.6963151076
    6.6974761590   -6.1356942875   -0.0005423142   -8.6983499285    0.0007540432   -0.1806211835
   -0.0001286944   -0.0001332120  -14.8391175071   -0.0001431565   11.1245784973    0.0032856019
   10.5411720771    3.0455567187   -0.0000456351   -7.5656162056    0.0002316384   -0.1917409439
    2.0687690599    1.9225090713    0.0008551300   -3.2189330670    0.0013497750    0.6933889450
   -0.0001985198    0.0001346879   -2.2139354719    0.0000053979  -18.4129341464    0.0032893046
    0.4020791383    7.4970662340    0.0014613501   -0.8933987641    0.0000346994   -0.5046201682
   -0.2312346962   -6.4830520566    0.0006833157    3.3841043182   -0.0001699862   -0.5127428579
    0.0000441093    0.0000072512   17.0532410529   -0.0002522457    7.2883542925    0.0033022311
   10.5411620118   -3.0455684840   -0.0000907033   -7.5656130211   -0.0001830110   -0.1917489889
   -2.0687319742    1.9224889988   -0.0008526045    3.2189264987    0.0012857951   -0.6933614398
   -0.0001886771   -0.0001272319   -2.2139392687   -0.0000765805   18.4129223841    0.0032504474
   -0.2473061906    2.0085385084    0.0005016108   -2.2375666583    0.0011942314    0.6963459720
   -6.6974284814   -6.1357199992    0.0005379398    8.6983378538    0.0007182172    0.1806241957
   -0.0001629677    0.0001375536  -14.8391312669    0.0000197461  -11.1245866016    0.0032407594
    0.4020691209   -7.4970915765    0.0014023852   -0.8933809667    0.0000168941   -0.5045959170
    0.2312460614   -6.4830809775   -0.0006733502   -3.3840896205   -0.0001875386    0.5127339509
    0.0000049912    0.0000052828   17.0532590399   -0.0003344604   -7.2883701256    0.0032393657
    7.2133677212    0.8145144111    0.0007985540   10.0114568566    0.0003912206    3.9737778627
   -6.0751452450    3.4421996462   -0.0009001871   -0.0747596865   -0.0014796323   -0.7266662086
    0.0004663702    0.0004534595    2.6003515244   -0.0005547433    1.2215316707    0.0012990548
   -6.2268415663   -1.1617936918   -0.0011554518    2.9400076520   -0.0002125773   -1.3575856700
    7.9721643674    0.2581402713   -0.0015098394   10.0197798223    0.0004465972    3.8047234292
    0.0000936304   -0.0006736691   -2.3581404465   -0.0001898010    1.6412721760    0.0013045109
   -8.2485773166   -2.9313120433   -0.0006731928   -5.6892113450    0.0017794863   -2.6162022777
   -5.1760263810    3.5617663981    0.0004553344   -6.6668090796   -0.0000182433   -3.0780587255
   -0.0006959238    0.0001992329   -0.2422574544    0.0006067597   -2.8628169779    0.0013034591
   -6.2268401953    1.1617946089   -0.0010874449    2.9400030964    0.0001913460   -1.3575908926
   -7.9721709999    0.2581490140    0.0014976670  -10.0197862440    0.0004691161   -3.8047224307
    0.0001069362    0.0006651500   -2.3581279051   -0.0001652497   -1.6412766351    0.0013019046
    7.2133714250   -0.8145050898    0.0008045740   10.0114508132   -0.0003983901    3.9737817803
    6.0751464312    3.4422063325    0.0009034252    0.0747618249   -0.0014439103    0.7266595002
    0.0004681875   -0.0004601803    2.6003573947   -0.0005644762   -1.2215278870    0.0012992945
   -8.2485707670    2.9313293151   -0.0006575037   -5.6892175650   -0.0017514722   -2.6161891681
    5.1759975223    3.5617983813   -0.0004419096    6.6668026050    0.0000311492    3.0780721541
   -0.0006870204   -0.0002134913   -0.2422317188    0.0006085221    2.8628131309    0.0013009839
   -8.7615503912   -4.5046438276    8.3863107111   -2.5489580502   -4.3710211802   -4.5245700627
   -3.4157392387    0.2200031602   -5.2202927093    1.4132692699    3.4431601996   -0.6463239572
    4.7004226338   -2.8581024281    7.7449270789   -0.6584453458   -7.9148002485    2.8973066233
    3.6583165715   -4.1867829442    0.5254382246    3.7313671892    0.6821647876    2.8220212980
   -7.1295663624    3.2894121786   -0.1678460292   -1.6650705802   11.3034617001   -3.5952573148
   -1.7942672327   -0.8918433747    2.9811920295    5.8362088490   10.6648646783    2.8980183570
    0.1145865360   -1.6871311149    8.8315899008    3.8074561569    4.9627704328    1.7025503308
    0.1668025863    1.4798537959    4.1135439837   10.6302547922    2.9971280263    4.2415661619
    3.1550514538    3.7495944400  -10.7260987535    0.8854315853   -2.7499208135    2.8974095065
    3.6602878520    4.1828059374   -0.5330446358    3.7331918032    0.6880165924    2.8373245435
    7.1286393129    3.2886975151   -0.1696716330    1.6653367953  -11.3038094997    3.5958976873
    1.7878978809   -0.8888233998    2.9927975892   -5.8388682553  -10.6720579070   -2.9294260390
   -8.7601350019    4.5029722526   -8.3867516477   -2.5516918292   -4.3650621826   -4.5327829025
    3.4147163034    0.2212792351   -5.2220124370   -1.4086770328   -3.4507177743    0.6592505228
   -4.7014567449   -2.8580463456    7.7453890396    0.6504519836    7.9284746935   -2.9286928872
    0.1124858729    1.6860141016   -8.8355023672    3.8071656115    4.9624623065    1.6954553914
   -0.1716739487    1.4781295662    4.1055607408  -10.6282925760   -3.0011668140   -4.2551419642
   -3.1612222379    3.7465031604  -10.7381475262   -0.8882012949    2.7434824972   -2.9288058847
    0.1145329024    1.6871401931    8.8316186367    3.8074183255   -4.9627838101    1.7023583526
   -0.1667728410    1.4798480700   -4.1135773018  -10.6302751550    2.9971098206   -4.2414261720
    3.1550973250   -3.7496244021  -10.7261303948    0.8855208748    2.7499296477    2.8973803894
   -8.7615270601    4.5046569643    8.3863804883   -2.5490746280    4.3710794636   -4.5243585069
    3.4157397964    0.2200021407    5.2202977504   -1.4134485532    3.4431742750    0.6464216877
    4.7004189193    2.8581201611    7.7449220090   -0.6585798462    7.9148304630    2.8972547387
    3.6582968242    4.1868027645    0.5254499457    3.7313953209   -0.6821607976    2.8219803004
    7.1295602562    3.2894014441    0.1678355554    1.6651086628   11.3034996986    3.5950299194
   -1.7943071353    0.8918417344    2.9812003187    5.8363354816  -10.6648799933    2.8979739202
   -8.7601110942   -4.5029286737   -8.3867962245   -2.5518240649    4.3650388304   -4.5325181955
   -3.4147300709    0.2212363843    5.2220034687    1.4088632383   -3.4506813848   -0.6593359347
   -4.7014656837    2.8580242557    7.7453475863    0.6505914365   -7.9284590033   -2.9286128411
    0.1124210749   -1.6860186176   -8.8355693261    3.8071542486   -4.9624904551    1.6952784702
    0.1716707774    1.4781452690   -4.1056176046   10.6283330245   -3.0011637282    4.2549950434
   -3.1612618504   -3.7465240751  -10.7381946061   -0.8883036499   -2.7434917258   -2.9287288709
    3.6602276217   -4.1828243140   -0.5330605729    3.7331921077   -0.6880074811    2.8372777162
   -7.1287278872    3.2886449896    0.1696831094   -1.6653563940  -11.3038832558   -3.5956892115
    1.7879761430    0.8888539519    2.9928051962   -5.8389794127   10.6721114319   -2.9293164550
