  2.7698757743153E-02 -4.0855377128517E-03  0.0000000000000E+00 -6.4773404503316E-04
  5.6773721849922E-04  0.0000000000000E+00  1.6783464161043E-03 -3.9328057455475E-05
  0.0000000000000E+00 -9.7383920935799E-04  0.0000000000000E+00  0.0000000000000E+00
 -1.1659612056896E-03 -6.8665361251255E-05  0.0000000000000E+00  1.7050148541464E-03
  1.8131745701965E-04  0.0000000000000E+00 -1.4226590267046E-02 -1.8464647813783E-03
  0.0000000000000E+00  5.1935192798921E-03 -4.7632714038543E-04  0.0000000000000E+00
 -5.4769659766313E-03  5.2397370578386E-03  2.8692283936439E-03 -5.4769659766313E-03
  5.2397370578386E-03 -2.8692283936439E-03 -3.3799867472307E-03 -1.4486152243426E-03
 -1.3283373072916E-03 -3.3799867472307E-03 -1.4486152243426E-03  1.3283373072916E-03
 -1.2878831891043E-03  3.2698452408885E-04  2.3114853148829E-04 -1.2878831891043E-03
  3.2698452408885E-04 -2.3114853148829E-04  4.7467459950848E-04 -1.2476007535833E-03
  2.0434716893245E-03  4.7467459950848E-04 -1.2476007535833E-03 -2.0434716893245E-03
 -4.0939914483376E-03  1.7256084426919E-02  0.0000000000000E+00 -5.6773721849922E-04
 -9.9984230185830E-04  0.0000000000000E+00  2.5458721649601E-04  1.6783464161043E-03
  0.0000000000000E+00  0.0000000000000E+00 -9.7383920935799E-04  0.0000000000000E+00
 -2.6705645046118E-04  1.0190112960337E-03  0.0000000000000E+00  1.7127497002468E-05
 -7.9754495012621E-03  0.0000000000000E+00 -9.3466254862798E-04  8.5162000714589E-03
  0.0000000000000E+00  3.9408328895424E-03 -7.2647163233066E-03  0.0000000000000E+00
  4.1583943929462E-03 -5.4399837567780E-03 -1.9049045912590E-03  4.1583943929462E-03
 -5.4399837567780E-03  1.9049045912590E-03 -2.7565909723970E-03  5.8750239789515E-04
 -5.2039073837040E-04 -2.7565909723970E-03  5.8750239789515E-04  5.2039073837040E-04
 -4.5749919614711E-04  2.3200897242431E-03  1.2657281189362E-03 -4.5749919614711E-04
