   80.9035332210   26.7120410733  -19.8975960277   72.2735399898    3.3612215087   22.6709794752
   37.4688890189   56.8984114153  -12.5643931463  115.5731504535  -38.4446490169    6.8307944905
  -18.1449583325  -19.9973912428   32.0298104272  -63.7306479947   37.5679614098   35.2885706232
  -80.9040772925   26.7119890146   19.8973388861  -72.2734054535    3.3609406308  -22.6718558372
   37.4685101577  -56.8981236354  -12.5643991882  115.5730323194   38.4453323187    6.8311116301
   18.1445422459  -19.9971789661  -32.0302042740   63.7308805790   37.5683982199  -35.2878211079
  -80.9039899132   26.7120386499  -19.8976186161  -72.2731420747   -3.3615169749  -22.6722582256
   37.4686066210  -56.8984342089   12.5644133984  115.5716325400  -38.4451941264    6.8314975848
  -18.1450879254   19.9969002581  -32.0304400608  -63.7300292040   37.5683361400   35.2891317847
   80.9041871260   26.7119774852   19.8974142933   72.2730644114   -3.3616393715   22.6712627314
   37.4685858493   56.8980102134   12.5643051113  115.5716721975   38.4446332858    6.8309204278
   18.1446112684   19.9967019056   32.0298594977   63.7301638895   37.5678342620  -35.2885784433
   37.7681899246   19.8733114988  -23.5112427167   20.2958854964   -0.5987564178   18.4211798754
   29.7437712691   31.9861452910    4.2383078634  110.9653343074  -24.7547143891  -38.3822093867
   -7.3466027093    4.3211063243    5.3526872686  -11.3143794397  -16.1449031813  -70.8485729098
  -37.7683806504   19.8734451654   23.5113449930  -20.2959228174   -0.5985576833  -18.4211285557
   29.7437953410  -31.9857344868    4.2382012453  110.9652422171   24.7554838596  -38.3827777566
    7.3455086110    4.3209757075   -5.3526772390   11.3143606422  -16.1450889271   70.8476624573
  -37.7685513808   19.8733586749  -23.5113450101  -20.2962603842    0.5987402895  -18.4205437021
   29.7438762892  -31.9861204405   -4.2382762591  110.9637134733  -24.7557321837  -38.3829864443
   -7.3459841753   -4.3210144725   -5.3525428800  -11.3145202685  -16.1448919435  -70.8491019014
   37.7682046216   19.8735931324   23.5114388762   20.2963990818    0.5989367514   18.4210401587
   29.7439188771   31.9858964231   -4.2381512097  110.9638947001   24.7550377874  -38.3822692656
    7.3457782365   -4.3209611068    5.3526879126   11.3143919495  -16.1446738451   70.8485157522
   35.2646894132   -3.3342683517   18.1964884277  -43.5712387734  -35.5990492769  -65.3426362721
   43.0865054777   -3.1977863443  -27.8706510100  -28.1652355634   50.4188987109   92.1704411962
  -71.9858572023   -4.8632001505   33.3543220399  -19.1429365523  -26.6001149054   80.5670292008
  -35.2643391397   -3.3337387546  -18.1954273622   43.5711676685  -35.5980834616   65.3448749787
   43.0872473125    3.1976061877  -27.8693583984  -28.1652592359  -50.4192394872   92.1726714422
   71.9873595987   -4.8626184464  -33.3526732618   19.1430422977  -26.5992493095  -80.5646409546
  -35.2647766100   -3.3346596928   18.1961060462   43.5692798624   35.5994395693   65.3444902190
   43.0867019618    3.1971825880   27.8702441366  -28.1643474367   50.4204263976   92.1721744306
  -71.9862423673    4.8641803205  -33.3535151176  -19.1411437803  -26.6005555124   80.5652576805
   35.2644757335   -3.3340761155  -18.1956546022  -43.5691755092   35.6003454503  -65.3423710913
   43.0872682651   -3.1968971052   27.8701091632  -28.1643859620  -50.4200719363   92.1701180644
   71.9873675007    4.8636547472   33.3537297600   19.1411812040  -26.6014899489  -80.5671954737
  -80.9830804315   18.8849124663   -5.3787288815  -44.5557127596    6.3326738914  -22.3982718261
    5.8550128376  -46.2983625454    7.4945526185   48.0443667103   -4.9311297255   19.6163762307
    6.0544868405    0.2692517237  -22.4847565263    3.0306116944   14.8438819816   19.8907426905
   80.9832689036   18.8849257641    5.3785808092   44.5557010351    6.3328795585   22.3981757750
    5.8549340610   46.2979567259    7.4943818873   48.0444469535    4.9304471880   19.6157869633
   -6.0545030078    0.2691373687   22.4844464245   -3.0306987811   14.8437803713  -19.8917958659
   80.9832061267   18.8850299605   -5.3786452126   44.5555390841   -6.3327933890   22.3982210610
    5.8549625099   46.2983605489   -7.4944924751   48.0459686268   -4.9307847578   19.6157588807
    6.0544640704   -0.2692552826   22.4848013003    3.0303244081   14.8442756115   19.8916720204
  -80.9832259096   18.8850402040    5.3786538862  -44.5554904296   -6.3328225160  -22.3983865726
    5.8549412964  -46.2979499778   -7.4943262063   48.0460667699    4.9315331518   19.6163717682
   -6.0545167134   -0.2691467170  -22.4844739588   -3.0302101346   14.8444189371  -19.8906371848
   10.6518845557   44.6615233593   21.9968007458   -9.3674030439  -11.8142399392  -13.8788343677
   33.7016162868   -7.6313098781   -7.8680338416   93.2690849665   20.1330817291   28.8402042204
   17.2757519399    2.9611701998  -13.1649313401   27.1291336438   31.0324445668   44.4753757393
  -10.6515516575   44.6611813666  -21.9963651955    9.3674108485  -11.8146341818   13.8792080412
   33.7013435506    7.6311541181   -7.8681623955   93.2691457011  -20.1332364558   28.8404404569
  -17.2756505301    2.9612610677   13.1650086539  -27.1291596504   31.0324779664  -44.4753546078
  -10.6519451304   44.6612564301   21.9964317581    9.3682835915   11.8148021804   13.8792184294
   33.7015755449    7.6315823593    7.8682097815   93.2694367881   20.1332461169   28.8404486401
   17.2757527820   -2.9610765137   13.1650714018   27.1294173604   31.0324620295   44.4752905736
   10.6514669090   44.6609735341  -21.9966037603   -9.3683531170   11.8144870210  -13.8788152697
   33.7013115841   -7.6315074621    7.8679679047   93.2693013544  -20.1332184296   28.8401937150
  -17.2756354938   -2.9611242143  -13.1649607644  -27.1294069455   31.0323301684  -44.4753380999
  -65.3531676200   10.0570655652  -23.6624342773  -21.4361091762    2.1634244420  -21.7320317027
    8.7811706262  -30.0237357395    3.0136195096   30.8801690343  -29.3199225567   -7.0943887807
  -24.5344949226    3.3262234348  -11.6156380425  -25.5000945739    2.3000244179  -67.2495133405
   65.3522555325   10.0570088318   23.6619789826   21.4360182033    2.1633290369   21.7318873958
    8.7810350389   30.0234871263    3.0135333617   30.8802995425   29.3196197667   -7.0944221763
   24.5344343260    3.3262501137   11.6156261926   25.5001098247    2.3001208248   67.2495488173
   65.3529621846   10.0575605418  -23.6620369838   21.4362158811   -2.1634285675   21.7319690268
    8.7812277336   30.0237936587   -3.0135147934   30.8810864884  -29.3196842278   -7.0944400819
  -24.5341968120   -3.3262498244   11.6155854626  -25.4999050797    2.3001933382  -67.2496400472
  -65.3519585940   10.0574773310   23.6624019572  -21.4362592212   -2.1634569960  -21.7319762777
    8.7810723654  -30.0236013543   -3.0135771031   30.8809969753   29.3200059870   -7.0944284537
   24.5343181989   -3.3262959148  -11.6156357164   25.4996616225    2.3002255388   67.2495851794
 -230.0941117451  -52.3885313442   57.8244144425  -11.4635269023    8.3240840738  -15.4627853448
  -76.6550683865  -28.9379487143   21.2635427136  -85.9319546021   33.1910472712   -5.4294112820
   47.2498456351   10.7299116369  -21.9726496734   27.7627936414  -12.4077539246   67.8233534973
  230.0924802968  -52.3885165035  -57.8256525384   11.4636041688    8.3241716379   15.4628948125
  -76.6545866849   28.9379516354   21.2638493717  -85.9319502012  -33.1911122962   -5.4293782463
  -47.2496479056   10.7299004343   21.9725904173  -27.7627886228  -12.4078049949  -67.8238595599
  230.0941120809  -52.3870360744   57.8258657570   11.4634157733   -8.3241236980   15.4628863905
  -76.6549760228   28.9376115715  -21.2639136852  -85.9318706942   33.1912543947   -5.4293190991
   47.2499141409  -10.7297737393   21.9727898963   27.7627272156  -12.4075475024   67.8239663811
 -230.0924905679  -52.3870718098  -57.8245168166  -11.4634767283   -8.3240691845  -15.4628324880
  -76.6544922317  -28.9376062776  -21.2636358564  -85.9319183942  -33.1912040772   -5.4293495627
  -47.2496637180  -10.7297391851  -21.9725303950  -27.7625730722  -12.4075091950  -67.8235185910
   39.9719160442  -49.3053295150  -20.4355620042   31.0957248448   -5.3759313748   63.2327873808
  -59.2703712983   12.4725762907   -8.9788909491 -156.7341472785  -15.5734249766  -76.3001387134
   -2.1177284967  -13.5573863212   21.5424845194   19.5286995188  -49.8895407426 -321.6612903260
  -39.9704553890  -49.3053583162   20.4359319522  -31.0957183627   -5.3759858858  -63.2332067961
  -59.2701019714  -12.4727645146   -8.9787957009 -156.7341513696   15.5730175300  -76.2997555299
    2.1180167879  -13.5574671309  -21.5423402461  -19.5288425978  -49.8897645122  321.6626724593
  -39.9713148834  -49.3059635822  -20.4360483601  -31.0956543406    5.3757090738  -63.2331254911
  -59.2703168976  -12.4725914994    8.9788091107 -156.7332767797  -15.5728897800  -76.2998723640
   -2.1182981805   13.5570956464  -21.5427540458   19.5282843885  -49.8906128348 -321.6627941589
   39.9706521644  -49.3059867413   20.4352969966   31.0957071226    5.3756293190   63.2326842567
  -59.2703528976   12.4728029416    8.9787721931 -156.7333577690   15.5732699852  -76.3001220177
    2.1178928783   13.5572045890   21.5420677966  -19.5282759055  -49.8903799871  321.6613215776
  168.4971507001  -15.1614659534   24.3363414391   48.6316280315   29.6085897307    8.8866526330
  -22.7117220557   30.3534513652   49.0835946091 -127.9016027797   -8.9897619768  -20.2521032992
   50.0815634677   22.8648350697  -39.2878514713   24.7312151231   19.2976904120  211.3182909640
 -168.4979373652  -15.1617254265  -24.3373825466  -48.6315128918   29.6081912191   -8.8879578719
  -22.7122130168  -30.3534774756   49.0830809927 -127.9017639391    8.9894662484  -20.2531402739
  -50.0820207286   22.8646221498   39.2866344994  -24.7313273166   19.2972747632 -211.3208137206
 -168.4974491162  -15.1609093115   24.3368183188  -48.6310470756  -29.6090842900   -8.8877471429
  -22.7117361084  -30.3533913805  -49.0836033694 -127.9013996757   -8.9901905068  -20.2529397733
   50.0814997357  -22.8653638865   39.2874696028   24.7304769026   19.2987045112  211.3205940351
  168.4981678566  -15.1610725567  -24.3367876561   48.6308239664  -29.6094221757    8.8863521943
  -22.7119423040   30.3533625799  -49.0833193846 -127.9014204332    8.9903591778  -20.2518576347
  -50.0820190427  -22.8651395830  -39.2870980602  -24.7305359859   19.2990457970 -211.3181151408
