    0.2895038603    0.3674376277   -0.2772471730
    0.1146440992    0.7809044584   -0.0892788461
   -0.3978064402   -0.2126969300   -0.0262414726
    0.2895199917   -0.3674386651   -0.2772200854
   -0.1146545417    0.7809009144    0.0892621564
   -0.3978020091    0.2126936292   -0.0262306581
    0.2895066670   -0.3674538794    0.2772221744
   -0.1146479304    0.7809226239   -0.0892643870
    0.3978047555   -0.2127004240   -0.0262307987
    0.2895207971    0.3674675070    0.2772448279
    0.1146535139    0.7809233951    0.0892825321
    0.3978012741    0.2126964270   -0.0262395072
    0.8633777696   -0.3893979425   -0.1442471964
   -0.1030739807    1.1087701876   -0.0930363069
   -0.2150994519   -0.1654352580    0.2486409388
    0.8633756609    0.3894016922   -0.1442515495
    0.1030752234    1.1087829963    0.0930412430
   -0.2151065003    0.1654413469    0.2486290337
    0.8633759908    0.3893971453    0.1442498414
    0.1030731349    1.1087678914   -0.0930469514
    0.2150951705   -0.1654355650    0.2486268898
    0.8633756529   -0.3893994868    0.1442461014
   -0.1030795481    1.1087672603    0.0930390038
    0.2151056757    0.1654421447    0.2486390569
    1.3318119546   -1.2914442820    1.2091102649
   -1.0403262625    0.7136587765   -1.1956031489
    1.1176890494   -1.1182778410    2.3650716483
    1.3317985232    1.2914172250    1.2090928028
    1.0403282323    0.7136347822    1.1956061304
    1.1176765291    1.1182485910    2.3650526845
    1.3318106900    1.2914825514   -1.2090904663
    1.0403260062    0.7136523206   -1.1956076955
   -1.1176864486   -1.1182989104    2.3650558277
    1.3317950519   -1.2914666485   -1.2091123353
   -1.0403263712    0.7136533584    1.1956064486
   -1.1176758583    1.1182924969    2.3650728746
    0.4170517052   -0.0632484801    0.0126848145
   -0.0923629388    1.0009071431   -0.3331476901
    0.1019911503   -0.1323503930    0.9455932220
    0.4170645289    0.0632474869    0.0127055369
    0.0923672193    1.0009057513    0.3331533533
    0.1019887975    0.1323484003    0.9455848415
    0.4170494210    0.0632199622   -0.0127062197
    0.0923625678    1.0008992670   -0.3331552151
   -0.1019914637   -0.1323576062    0.9455833296
    0.4170633869   -0.0632229118   -0.0126845834
   -0.0923668918    1.0009004537    0.3331487601
   -0.1019871942    0.1323582151    0.9455917245
   -0.3067925678   -0.0369046039   -0.0000842344
   -0.0766487235   -0.2164556871    0.1795393734
   -0.0138622949    0.1318198646   -0.3798057495
   -0.3068114408    0.0369046003   -0.0001160575
    0.0766500499   -0.2164572262   -0.1795357288
   -0.0138617891   -0.1318174870   -0.3798042457
   -0.3067887454    0.0369368994    0.0001156012
    0.0766494556   -0.2164621007    0.1795361029
    0.0138637971    0.1318189451   -0.3798033123
   -0.3068106710   -0.0369347553    0.0000865911
   -0.0766502591   -0.2164632680   -0.1795415358
    0.0138609982   -0.1318207434   -0.3798065883
   -0.6986276785    0.2722285884    0.2687181823
   -0.0073379627   -0.4816270553    0.0890644557
    0.2947891121   -0.0410710394   -0.4436212150
   -0.6986360054   -0.2722291280    0.2687045682
    0.0073356259   -0.4816308350   -0.0890705992
    0.2947944428    0.0410723886   -0.4436147656
   -0.6986286155   -0.2722113587   -0.2687041715
    0.0073369721   -0.4816237769    0.0890708512
   -0.2947873451   -0.0410642818   -0.4436121967
   -0.6986354822    0.2722118340   -0.2687175908
   -0.0073355727   -0.4816214186   -0.0890627451
   -0.2947945593    0.0410629135   -0.4436219644
    0.1255042633    0.5612883198   -0.1941054152
    0.7334764987   -0.4830857450   -0.0145515000
   -0.2507675403   -0.0834766554   -0.6601698433
    0.1254982996   -0.5612947501   -0.1941204275
   -0.7334803070   -0.4830898564    0.0145425651
   -0.2507690642    0.0834825097   -0.6601678410
    0.1255055050   -0.5612731826    0.1941173220
   -0.7334746768   -0.4830823569   -0.0145426199
    0.2507686031   -0.0834780689   -0.6601708083
    0.1254992607    0.5612720782    0.1941049238
    0.7334820814   -0.4830777542    0.0145537516
    0.2507687951    0.0834793804   -0.6601677349
   -0.3474820504   -0.0897345724   -0.4854379529
    0.1701634608   -1.1002415715    0.2812370284
   -0.1554749655    0.4319066447    0.1863582217
   -0.3474853180    0.0897291101   -0.4854379210
   -0.1701640404   -1.1002600798   -0.2812382791
   -0.1554720857   -0.4319133469    0.1863594102
   -0.3474823751    0.0897329216    0.4854387288
   -0.1701638918   -1.1002436842    0.2812381585
    0.1554740547    0.4319096052    0.1863611555
   -0.3474850520   -0.0897324153    0.4854369113
    0.1701691590   -1.1002415279   -0.2812385885
    0.1554730168   -0.4319087645    0.1863591071
   -1.6743405182    0.6345288715   -0.7411478209
    0.4216172887   -1.3228173542    0.5756913414
   -0.5981817394    0.4579889999   -2.2358250622
   -1.6743300797   -0.6345153233   -0.7411303926
   -0.4216099385   -1.3228011901   -0.5756800154
   -0.5981694865   -0.4579585512   -2.2358075112
   -1.6743414219   -0.6345500651    0.7411319118
   -0.4216178566   -1.3228343233    0.5756802268
    0.5981810326    0.4580064209   -2.2358116658
   -1.6743309585    0.6345480299    0.7411504885
    0.4216111052   -1.3228347694   -0.5756916297
    0.5981699815   -0.4580070576   -2.2358270257
